name,type,day,start_time,end_time,status
200C 00.02,room,2025-02-28,15:00,16:00,unavailable
200C 00.02,room,2025-02-28,16:00,17:00,unavailable
200C 00.03,room,2025-02-26,15:00,16:00,unavailable
200C 00.03,room,2025-02-28,12:00,13:00,unavailable
200C 00.03,room,2025-02-28,15:00,16:00,unavailable
200C 00.03,room,2025-02-28,16:00,17:00,unavailable
200C 00.04,room,2025-02-25,10:00,11:00,unavailable
200C 00.04,room,2025-02-25,11:00,12:00,unavailable
200C 00.04,room,2025-02-25,12:00,13:00,unavailable
200C 00.04,room,2025-02-25,13:00,14:00,unavailable
200C 00.04,room,2025-02-25,14:00,15:00,unavailable
200C 00.04,room,2025-02-25,15:00,16:00,unavailable
200C 00.04,room,2025-02-25,16:00,17:00,unavailable
200C 00.04,room,2025-02-27,13:00,14:00,unavailable
200C 00.04,room,2025-02-27,14:00,15:00,unavailable
Adalberto Simeone,person,2025-02-24,09:00,10:00,unavailable
Adalberto Simeone,person,2025-02-24,10:00,11:00,unavailable
Adalberto Simeone,person,2025-02-24,11:00,12:00,unavailable
Adalberto Simeone,person,2025-02-24,12:00,13:00,unavailable
Adalberto Simeone,person,2025-02-24,13:00,14:00,unavailable
Adalberto Simeone,person,2025-02-24,14:00,15:00,unavailable
Adalberto Simeone,person,2025-02-24,16:00,17:00,unavailable
Adalberto Simeone,person,2025-02-25,10:00,11:00,unavailable
Adalberto Simeone,person,2025-02-25,11:00,12:00,unavailable
Adalberto Simeone,person,2025-02-25,12:00,13:00,unavailable
Adalberto Simeone,person,2025-02-25,13:00,14:00,unavailable
Adalberto Simeone,person,2025-02-25,15:00,16:00,unavailable
Adalberto Simeone,person,2025-02-26,10:00,11:00,unavailable
Adalberto Simeone,person,2025-02-26,11:00,12:00,unavailable
Adalberto Simeone,person,2025-02-26,12:00,13:00,unavailable
Adalberto Simeone,person,2025-02-26,13:00,14:00,unavailable
Adalberto Simeone,person,2025-02-27,10:00,11:00,unavailable
Adalberto Simeone,person,2025-02-27,11:00,12:00,unavailable
Adalberto Simeone,person,2025-02-27,12:00,13:00,unavailable
Adalberto Simeone,person,2025-02-27,13:00,14:00,unavailable
Adalberto Simeone,person,2025-02-27,15:00,16:00,unavailable
Adalberto Simeone,person,2025-02-28,09:00,10:00,unavailable
Adalberto Simeone,person,2025-02-28,11:00,12:00,unavailable
Adalberto Simeone,person,2025-02-28,12:00,13:00,unavailable
Adalberto Simeone,person,2025-02-28,13:00,14:00,unavailable
Adalberto Simeone,person,2025-02-28,15:00,16:00,unavailable
Adalberto Simeone,person,2025-02-28,16:00,17:00,unavailable
Anna Verheyden,person,2025-02-24,09:00,10:00,unavailable
Anna Verheyden,person,2025-02-24,10:00,11:00,unavailable
Anna Verheyden,person,2025-02-24,11:00,12:00,unavailable
Anna Verheyden,person,2025-02-24,12:00,13:00,unavailable
Anna Verheyden,person,2025-02-24,13:00,14:00,unavailable
Anna Verheyden,person,2025-02-24,14:00,15:00,unavailable
Anna Verheyden,person,2025-02-24,15:00,16:00,unavailable
Anna Verheyden,person,2025-02-24,16:00,17:00,unavailable
Anna Verheyden,person,2025-02-25,13:00,14:00,unavailable
Anna Verheyden,person,2025-02-25,15:00,16:00,unavailable
Anna Verheyden,person,2025-02-26,12:00,13:00,unavailable
Anna Verheyden,person,2025-02-26,13:00,14:00,unavailable
Anna Verheyden,person,2025-02-27,09:00,10:00,unavailable
Anna Verheyden,person,2025-02-27,12:00,13:00,unavailable
Anna Verheyden,person,2025-02-27,13:00,14:00,unavailable
Anna Verheyden,person,2025-02-28,10:00,11:00,unavailable
Anna Verheyden,person,2025-02-28,13:00,14:00,unavailable
Anna Verheyden,person,2025-02-28,15:00,16:00,unavailable
Bart Bogaerts,person,2025-02-24,11:00,12:00,unavailable
Bart Bogaerts,person,2025-02-24,14:00,15:00,unavailable
Bart Bogaerts,person,2025-02-25,11:00,12:00,unavailable
Bart Bogaerts,person,2025-02-25,14:00,15:00,unavailable
Bart Bogaerts,person,2025-02-25,16:00,17:00,unavailable
Bart Bogaerts,person,2025-02-26,13:00,14:00,unavailable
Bart Bogaerts,person,2025-02-26,14:00,15:00,unavailable
Bart Bogaerts,person,2025-02-26,15:00,16:00,unavailable
Bart Bogaerts,person,2025-02-26,16:00,17:00,unavailable
Bart Bogaerts,person,2025-02-27,11:00,12:00,unavailable
Bart Bogaerts,person,2025-02-27,13:00,14:00,unavailable
Bart Bogaerts,person,2025-02-28,14:00,15:00,unavailable
Bart Bogaerts,person,2025-02-28,15:00,16:00,unavailable
Bart Bogaerts,person,2025-02-28,16:00,17:00,unavailable
Danny Hughes,person,2025-02-24,12:00,13:00,unavailable
Danny Hughes,person,2025-02-24,13:00,14:00,unavailable
Danny Hughes,person,2025-02-24,15:00,16:00,unavailable
Danny Hughes,person,2025-02-24,16:00,17:00,unavailable
Danny Hughes,person,2025-02-25,09:00,10:00,unavailable
Danny Hughes,person,2025-02-25,11:00,12:00,unavailable
Danny Hughes,person,2025-02-25,13:00,14:00,unavailable
Danny Hughes,person,2025-02-25,15:00,16:00,unavailable
Danny Hughes,person,2025-02-25,16:00,17:00,unavailable
Danny Hughes,person,2025-02-26,11:00,12:00,unavailable
Danny Hughes,person,2025-02-26,13:00,14:00,unavailable
Danny Hughes,person,2025-02-26,15:00,16:00,unavailable
Danny Hughes,person,2025-02-26,16:00,17:00,unavailable
Danny Hughes,person,2025-02-27,13:00,14:00,unavailable
Danny Hughes,person,2025-02-28,10:00,11:00,unavailable
Danny Hughes,person,2025-02-28,15:00,16:00,unavailable
Dominique Devriese,person,2025-02-24,09:00,10:00,unavailable
Dominique Devriese,person,2025-02-24,11:00,12:00,unavailable
Dominique Devriese,person,2025-02-24,12:00,13:00,unavailable
Dominique Devriese,person,2025-02-24,13:00,14:00,unavailable
Dominique Devriese,person,2025-02-24,16:00,17:00,unavailable
Dominique Devriese,person,2025-02-25,09:00,10:00,unavailable
Dominique Devriese,person,2025-02-25,10:00,11:00,unavailable
Dominique Devriese,person,2025-02-25,14:00,15:00,unavailable
Dominique Devriese,person,2025-02-25,15:00,16:00,unavailable
Dominique Devriese,person,2025-02-25,16:00,17:00,unavailable
Dominique Devriese,person,2025-02-26,09:00,10:00,unavailable
Dominique Devriese,person,2025-02-26,10:00,11:00,unavailable
Dominique Devriese,person,2025-02-26,11:00,12:00,unavailable
Dominique Devriese,person,2025-02-26,12:00,13:00,unavailable
Dominique Devriese,person,2025-02-26,13:00,14:00,unavailable
Dominique Devriese,person,2025-02-26,15:00,16:00,unavailable
Dominique Devriese,person,2025-02-27,09:00,10:00,unavailable
Dominique Devriese,person,2025-02-27,10:00,11:00,unavailable
Dominique Devriese,person,2025-02-27,11:00,12:00,unavailable
Dominique Devriese,person,2025-02-27,12:00,13:00,unavailable
Dominique Devriese,person,2025-02-27,14:00,15:00,unavailable
Dominique Devriese,person,2025-02-27,16:00,17:00,unavailable
Dominique Devriese,person,2025-02-28,09:00,10:00,unavailable
Dominique Devriese,person,2025-02-28,10:00,11:00,unavailable
Dominique Devriese,person,2025-02-28,11:00,12:00,unavailable
Dominique Devriese,person,2025-02-28,12:00,13:00,unavailable
Dominique Devriese,person,2025-02-28,13:00,14:00,unavailable
Dominique Devriese,person,2025-02-28,15:00,16:00,unavailable
Grzegorz Meller,person,2025-02-24,09:00,10:00,unavailable
Grzegorz Meller,person,2025-02-24,12:00,13:00,unavailable
Grzegorz Meller,person,2025-02-24,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-24,15:00,16:00,unavailable
Grzegorz Meller,person,2025-02-24,16:00,17:00,unavailable
Grzegorz Meller,person,2025-02-25,10:00,11:00,unavailable
Grzegorz Meller,person,2025-02-25,13:00,14:00,unavailable
Grzegorz Meller,person,2025-02-25,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-25,16:00,17:00,unavailable
Grzegorz Meller,person,2025-02-26,10:00,11:00,unavailable
Grzegorz Meller,person,2025-02-26,11:00,12:00,unavailable
Grzegorz Meller,person,2025-02-26,12:00,13:00,unavailable
Grzegorz Meller,person,2025-02-26,13:00,14:00,unavailable
Grzegorz Meller,person,2025-02-26,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-27,11:00,12:00,unavailable
Grzegorz Meller,person,2025-02-27,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-27,15:00,16:00,unavailable
Grzegorz Meller,person,2025-02-27,16:00,17:00,unavailable
Grzegorz Meller,person,2025-02-28,09:00,10:00,unavailable
Grzegorz Meller,person,2025-02-28,10:00,11:00,unavailable
Grzegorz Meller,person,2025-02-28,12:00,13:00,unavailable
Grzegorz Meller,person,2025-02-28,13:00,14:00,unavailable
Grzegorz Meller,person,2025-02-28,14:00,15:00,unavailable
Grzegorz Meller,person,2025-02-28,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-24,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-24,10:00,11:00,unavailable
Hendrik Blockeel,person,2025-02-24,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-24,12:00,13:00,unavailable
Hendrik Blockeel,person,2025-02-24,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-24,14:00,15:00,unavailable
Hendrik Blockeel,person,2025-02-24,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-24,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-25,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-25,12:00,13:00,unavailable
Hendrik Blockeel,person,2025-02-25,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-25,14:00,15:00,unavailable
Hendrik Blockeel,person,2025-02-25,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-25,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-26,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-26,10:00,11:00,unavailable
Hendrik Blockeel,person,2025-02-26,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-26,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-26,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-26,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-27,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-27,10:00,11:00,unavailable
Hendrik Blockeel,person,2025-02-27,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-27,12:00,13:00,unavailable
Hendrik Blockeel,person,2025-02-27,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-27,14:00,15:00,unavailable
Hendrik Blockeel,person,2025-02-27,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-27,16:00,17:00,unavailable
Hendrik Blockeel,person,2025-02-28,09:00,10:00,unavailable
Hendrik Blockeel,person,2025-02-28,11:00,12:00,unavailable
Hendrik Blockeel,person,2025-02-28,12:00,13:00,unavailable
Hendrik Blockeel,person,2025-02-28,13:00,14:00,unavailable
Hendrik Blockeel,person,2025-02-28,15:00,16:00,unavailable
Hendrik Blockeel,person,2025-02-28,16:00,17:00,unavailable
Ilyas Lemmens,person,2025-02-24,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-24,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-25,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-25,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-25,14:00,15:00,unavailable
Ilyas Lemmens,person,2025-02-25,16:00,17:00,unavailable
Ilyas Lemmens,person,2025-02-26,09:00,10:00,unavailable
Ilyas Lemmens,person,2025-02-26,11:00,12:00,unavailable
Ilyas Lemmens,person,2025-02-26,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-26,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-26,14:00,15:00,unavailable
Ilyas Lemmens,person,2025-02-27,09:00,10:00,unavailable
Ilyas Lemmens,person,2025-02-27,10:00,11:00,unavailable
Ilyas Lemmens,person,2025-02-27,11:00,12:00,unavailable
Ilyas Lemmens,person,2025-02-27,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-27,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-27,15:00,16:00,unavailable
Ilyas Lemmens,person,2025-02-28,10:00,11:00,unavailable
Ilyas Lemmens,person,2025-02-28,11:00,12:00,unavailable
Ilyas Lemmens,person,2025-02-28,12:00,13:00,unavailable
Ilyas Lemmens,person,2025-02-28,13:00,14:00,unavailable
Ilyas Lemmens,person,2025-02-28,16:00,17:00,unavailable
Java,room,2025-02-26,14:00,15:00,unavailable
Java,room,2025-02-27,09:00,10:00,unavailable
Java,room,2025-02-27,10:00,11:00,unavailable
Joppe De Jonghe,person,2025-02-24,09:00,10:00,unavailable
Joppe De Jonghe,person,2025-02-24,11:00,12:00,unavailable
Joppe De Jonghe,person,2025-02-24,13:00,14:00,unavailable
Joppe De Jonghe,person,2025-02-24,14:00,15:00,unavailable
Joppe De Jonghe,person,2025-02-24,15:00,16:00,unavailable
Joppe De Jonghe,person,2025-02-25,09:00,10:00,unavailable
Joppe De Jonghe,person,2025-02-25,10:00,11:00,unavailable
Joppe De Jonghe,person,2025-02-25,11:00,12:00,unavailable
Joppe De Jonghe,person,2025-02-25,12:00,13:00,unavailable
Joppe De Jonghe,person,2025-02-25,13:00,14:00,unavailable
Joppe De Jonghe,person,2025-02-25,14:00,15:00,unavailable
Joppe De Jonghe,person,2025-02-25,15:00,16:00,unavailable
Joppe De Jonghe,person,2025-02-26,10:00,11:00,unavailable
Joppe De Jonghe,person,2025-02-26,11:00,12:00,unavailable
Joppe De Jonghe,person,2025-02-26,12:00,13:00,unavailable
Joppe De Jonghe,person,2025-02-26,13:00,14:00,unavailable
Joppe De Jonghe,person,2025-02-26,15:00,16:00,unavailable
Joppe De Jonghe,person,2025-02-26,16:00,17:00,unavailable
Joppe De Jonghe,person,2025-02-27,09:00,10:00,unavailable
Joppe De Jonghe,person,2025-02-27,11:00,12:00,unavailable
Joppe De Jonghe,person,2025-02-27,13:00,14:00,unavailable
Joppe De Jonghe,person,2025-02-27,14:00,15:00,unavailable
Joppe De Jonghe,person,2025-02-27,15:00,16:00,unavailable
Joppe De Jonghe,person,2025-02-27,16:00,17:00,unavailable
Joppe De Jonghe,person,2025-02-28,09:00,10:00,unavailable
Joppe De Jonghe,person,2025-02-28,10:00,11:00,unavailable
Joppe De Jonghe,person,2025-02-28,11:00,12:00,unavailable
Joppe De Jonghe,person,2025-02-28,12:00,13:00,unavailable
Joppe De Jonghe,person,2025-02-28,14:00,15:00,unavailable
Joppe De Jonghe,person,2025-02-28,15:00,16:00,unavailable
Joppe De Jonghe,person,2025-02-28,16:00,17:00,unavailable
Katrien Verbert,person,2025-02-24,10:00,11:00,unavailable
Katrien Verbert,person,2025-02-24,14:00,15:00,unavailable
Katrien Verbert,person,2025-02-24,15:00,16:00,unavailable
Katrien Verbert,person,2025-02-25,11:00,12:00,unavailable
Katrien Verbert,person,2025-02-25,14:00,15:00,unavailable
Katrien Verbert,person,2025-02-25,15:00,16:00,unavailable
Katrien Verbert,person,2025-02-26,10:00,11:00,unavailable
Katrien Verbert,person,2025-02-26,11:00,12:00,unavailable
Katrien Verbert,person,2025-02-26,13:00,14:00,unavailable
Katrien Verbert,person,2025-02-27,13:00,14:00,unavailable
Katrien Verbert,person,2025-02-28,09:00,10:00,unavailable
Katrien Verbert,person,2025-02-28,13:00,14:00,unavailable
Katrien Verbert,person,2025-02-28,14:00,15:00,unavailable
Laurens Sion,person,2025-02-24,09:00,10:00,unavailable
Laurens Sion,person,2025-02-24,10:00,11:00,unavailable
Laurens Sion,person,2025-02-24,12:00,13:00,unavailable
Laurens Sion,person,2025-02-24,13:00,14:00,unavailable
Laurens Sion,person,2025-02-24,14:00,15:00,unavailable
Laurens Sion,person,2025-02-25,09:00,10:00,unavailable
Laurens Sion,person,2025-02-25,10:00,11:00,unavailable
Laurens Sion,person,2025-02-25,11:00,12:00,unavailable
Laurens Sion,person,2025-02-25,12:00,13:00,unavailable
Laurens Sion,person,2025-02-25,13:00,14:00,unavailable
Laurens Sion,person,2025-02-25,14:00,15:00,unavailable
Laurens Sion,person,2025-02-25,15:00,16:00,unavailable
Laurens Sion,person,2025-02-26,09:00,10:00,unavailable
Laurens Sion,person,2025-02-26,10:00,11:00,unavailable
Laurens Sion,person,2025-02-26,11:00,12:00,unavailable
Laurens Sion,person,2025-02-26,12:00,13:00,unavailable
Laurens Sion,person,2025-02-26,13:00,14:00,unavailable
Laurens Sion,person,2025-02-26,14:00,15:00,unavailable
Laurens Sion,person,2025-02-26,15:00,16:00,unavailable
Laurens Sion,person,2025-02-26,16:00,17:00,unavailable
Laurens Sion,person,2025-02-27,09:00,10:00,unavailable
Laurens Sion,person,2025-02-27,10:00,11:00,unavailable
Laurens Sion,person,2025-02-27,11:00,12:00,unavailable
Laurens Sion,person,2025-02-27,12:00,13:00,unavailable
Laurens Sion,person,2025-02-27,13:00,14:00,unavailable
Laurens Sion,person,2025-02-27,14:00,15:00,unavailable
Laurens Sion,person,2025-02-27,15:00,16:00,unavailable
Laurens Sion,person,2025-02-27,16:00,17:00,unavailable
Laurens Sion,person,2025-02-28,10:00,11:00,unavailable
Laurens Sion,person,2025-02-28,11:00,12:00,unavailable
Laurens Sion,person,2025-02-28,12:00,13:00,unavailable
Laurens Sion,person,2025-02-28,13:00,14:00,unavailable
Laurens Sion,person,2025-02-28,14:00,15:00,unavailable
Lieven Desmet,person,2025-02-24,09:00,10:00,unavailable
Lieven Desmet,person,2025-02-24,10:00,11:00,unavailable
Lieven Desmet,person,2025-02-24,11:00,12:00,unavailable
Lieven Desmet,person,2025-02-24,12:00,13:00,unavailable
Lieven Desmet,person,2025-02-24,13:00,14:00,unavailable
Lieven Desmet,person,2025-02-24,14:00,15:00,unavailable
Lieven Desmet,person,2025-02-24,15:00,16:00,unavailable
Lieven Desmet,person,2025-02-25,09:00,10:00,unavailable
Lieven Desmet,person,2025-02-25,10:00,11:00,unavailable
Lieven Desmet,person,2025-02-25,11:00,12:00,unavailable
Lieven Desmet,person,2025-02-25,14:00,15:00,unavailable
Lieven Desmet,person,2025-02-25,15:00,16:00,unavailable
Lieven Desmet,person,2025-02-26,09:00,10:00,unavailable
Lieven Desmet,person,2025-02-26,10:00,11:00,unavailable
Lieven Desmet,person,2025-02-26,11:00,12:00,unavailable
Lieven Desmet,person,2025-02-26,13:00,14:00,unavailable
Lieven Desmet,person,2025-02-26,14:00,15:00,unavailable
Lieven Desmet,person,2025-02-27,09:00,10:00,unavailable
Lieven Desmet,person,2025-02-27,10:00,11:00,unavailable
Lieven Desmet,person,2025-02-27,11:00,12:00,unavailable
Lieven Desmet,person,2025-02-27,12:00,13:00,unavailable
Lieven Desmet,person,2025-02-27,13:00,14:00,unavailable
Lieven Desmet,person,2025-02-27,16:00,17:00,unavailable
Lieven Desmet,person,2025-02-28,09:00,10:00,unavailable
Lieven Desmet,person,2025-02-28,11:00,12:00,unavailable
Lieven Desmet,person,2025-02-28,13:00,14:00,unavailable
Lieven Desmet,person,2025-02-28,14:00,15:00,unavailable
Lieven Desmet,person,2025-02-28,16:00,17:00,unavailable
Louis Carpentier,person,2025-02-24,09:00,10:00,unavailable
Louis Carpentier,person,2025-02-24,10:00,11:00,unavailable
Louis Carpentier,person,2025-02-24,12:00,13:00,unavailable
Louis Carpentier,person,2025-02-24,13:00,14:00,unavailable
Louis Carpentier,person,2025-02-24,14:00,15:00,unavailable
Louis Carpentier,person,2025-02-24,15:00,16:00,unavailable
Louis Carpentier,person,2025-02-26,09:00,10:00,unavailable
Louis Carpentier,person,2025-02-26,13:00,14:00,unavailable
Louis Carpentier,person,2025-02-26,14:00,15:00,unavailable
Louis Carpentier,person,2025-02-27,14:00,15:00,unavailable
Louis Carpentier,person,2025-02-27,16:00,17:00,unavailable
Louis Carpentier,person,2025-02-28,11:00,12:00,unavailable
Louis Carpentier,person,2025-02-28,12:00,13:00,unavailable
Louis Carpentier,person,2025-02-28,13:00,14:00,unavailable
Louis Carpentier,person,2025-02-28,15:00,16:00,unavailable
Luc De Raedt,person,2025-02-24,11:00,12:00,unavailable
Luc De Raedt,person,2025-02-24,12:00,13:00,unavailable
Luc De Raedt,person,2025-02-24,16:00,17:00,unavailable
Luc De Raedt,person,2025-02-25,11:00,12:00,unavailable
Luc De Raedt,person,2025-02-26,09:00,10:00,unavailable
Luc De Raedt,person,2025-02-26,10:00,11:00,unavailable
Luc De Raedt,person,2025-02-27,10:00,11:00,unavailable
Luc De Raedt,person,2025-02-27,13:00,14:00,unavailable
Luc De Raedt,person,2025-02-27,15:00,16:00,unavailable
Luc De Raedt,person,2025-02-27,16:00,17:00,unavailable
Luc De Raedt,person,2025-02-28,09:00,10:00,unavailable
Luc De Raedt,person,2025-02-28,16:00,17:00,unavailable
Luca Stradiotti,person,2025-02-24,09:00,10:00,unavailable
Luca Stradiotti,person,2025-02-24,10:00,11:00,unavailable
Luca Stradiotti,person,2025-02-24,11:00,12:00,unavailable
Luca Stradiotti,person,2025-02-24,13:00,14:00,unavailable
Luca Stradiotti,person,2025-02-24,14:00,15:00,unavailable
Luca Stradiotti,person,2025-02-24,15:00,16:00,unavailable
Luca Stradiotti,person,2025-02-24,16:00,17:00,unavailable
Luca Stradiotti,person,2025-02-25,09:00,10:00,unavailable
Luca Stradiotti,person,2025-02-25,10:00,11:00,unavailable
Luca Stradiotti,person,2025-02-25,11:00,12:00,unavailable
Luca Stradiotti,person,2025-02-25,13:00,14:00,unavailable
Luca Stradiotti,person,2025-02-25,14:00,15:00,unavailable
Luca Stradiotti,person,2025-02-25,15:00,16:00,unavailable
Luca Stradiotti,person,2025-02-25,16:00,17:00,unavailable
Luca Stradiotti,person,2025-02-26,09:00,10:00,unavailable
Luca Stradiotti,person,2025-02-26,10:00,11:00,unavailable
Luca Stradiotti,person,2025-02-26,11:00,12:00,unavailable
Luca Stradiotti,person,2025-02-26,12:00,13:00,unavailable
Luca Stradiotti,person,2025-02-26,13:00,14:00,unavailable
Luca Stradiotti,person,2025-02-26,14:00,15:00,unavailable
Luca Stradiotti,person,2025-02-26,16:00,17:00,unavailable
Luca Stradiotti,person,2025-02-27,09:00,10:00,unavailable
Luca Stradiotti,person,2025-02-27,10:00,11:00,unavailable
Luca Stradiotti,person,2025-02-27,11:00,12:00,unavailable
Luca Stradiotti,person,2025-02-27,12:00,13:00,unavailable
Luca Stradiotti,person,2025-02-27,13:00,14:00,unavailable
Luca Stradiotti,person,2025-02-27,14:00,15:00,unavailable
Luca Stradiotti,person,2025-02-27,15:00,16:00,unavailable
Luca Stradiotti,person,2025-02-27,16:00,17:00,unavailable
Luca Stradiotti,person,2025-02-28,09:00,10:00,unavailable
Luca Stradiotti,person,2025-02-28,10:00,11:00,unavailable
Luca Stradiotti,person,2025-02-28,11:00,12:00,unavailable
Luca Stradiotti,person,2025-02-28,12:00,13:00,unavailable
Luca Stradiotti,person,2025-02-28,13:00,14:00,unavailable
Luca Stradiotti,person,2025-02-28,14:00,15:00,unavailable
Luca Stradiotti,person,2025-02-28,15:00,16:00,unavailable
Luca Stradiotti,person,2025-02-28,16:00,17:00,unavailable
Marc Denecker,person,2025-02-24,11:00,12:00,unavailable
Marc Denecker,person,2025-02-24,12:00,13:00,unavailable
Marc Denecker,person,2025-02-25,09:00,10:00,unavailable
Marc Denecker,person,2025-02-25,11:00,12:00,unavailable
Marc Denecker,person,2025-02-25,12:00,13:00,unavailable
Marc Denecker,person,2025-02-25,15:00,16:00,unavailable
Marc Denecker,person,2025-02-26,11:00,12:00,unavailable
Marc Denecker,person,2025-02-27,11:00,12:00,unavailable
Marc Denecker,person,2025-02-28,11:00,12:00,unavailable
Marc Denecker,person,2025-02-28,15:00,16:00,unavailable
Marie Schönfeld,person,2025-02-24,09:00,10:00,unavailable
Marie Schönfeld,person,2025-02-24,10:00,11:00,unavailable
Marie Schönfeld,person,2025-02-24,11:00,12:00,unavailable
Marie Schönfeld,person,2025-02-24,12:00,13:00,unavailable
Marie Schönfeld,person,2025-02-24,13:00,14:00,unavailable
Marie Schönfeld,person,2025-02-24,14:00,15:00,unavailable
Marie Schönfeld,person,2025-02-24,15:00,16:00,unavailable
Marie Schönfeld,person,2025-02-24,16:00,17:00,unavailable
Marie Schönfeld,person,2025-02-25,14:00,15:00,unavailable
Marie Schönfeld,person,2025-02-25,16:00,17:00,unavailable
Marie Schönfeld,person,2025-02-26,11:00,12:00,unavailable
Marie Schönfeld,person,2025-02-26,13:00,14:00,unavailable
Marie Schönfeld,person,2025-02-26,16:00,17:00,unavailable
Marie Schönfeld,person,2025-02-27,09:00,10:00,unavailable
Marie Schönfeld,person,2025-02-27,10:00,11:00,unavailable
Marie Schönfeld,person,2025-02-27,11:00,12:00,unavailable
